StudentID,Name,Gender,Age,DOB,Grade,Section,City,ParentalEducationLevel,InternetQuality,DeviceUsedForStudy,LearningStyle,BehaviourRating,ClubMember,MathScore,PhysicsScore,ChemistryScore,BiologyScore,EnglishScore,ComputerScore,AverageMarks,GPA,Passed,AttendancePercent,TotalFees,FeesPaid,RemainingFees,StudyHoursPerWeek,TestPreparation,HealthFactor,TransportRequired,OnlineClassParticipation,AssignmentsSubmitted,ProjectsCompleted
S2353,Vivaan Kapoor,Other,19,2006-06-24,12,A,Hyderabad,Postgraduate,Average,Tablet,Reading/Writing,Poor,NSS,71,93,33,88,41,63,64.83,6.48,Yes,81.6,50000,12236,37764,30,Yes,Good,No,7.8,46,9
S2354,Vihaan Khanna,Female,18,2007-09-06,12,B,Chennai,Primary,Good,None,Visual,Poor,NSS,37,89,61,40,99,88,69.0,6.9,Yes,84.6,80000,6949,73051,14,No,Average,Yes,5.5,13,10
S2355,Karan Malhotra,Male,17,2007-12-02,9,E,Mumbai,Primary,Good,Tablet,Reading/Writing,Good,Coding,70,38,42,32,56,94,55.33,5.53,No,83.0,80000,16241,63759,16,Yes,Good,No,8.8,16,0
S2356,Krisha Sharma,Other,17,2008-11-18,9,C,Bengaluru,Postgraduate,Excellent,Laptop,Kinesthetic,Poor,Coding,60,96,77,84,31,67,69.17,6.92,No,99.5,30000,24929,5071,28,No,Good,No,6.0,22,5
S2357,Ritika Reddy,Other,15,2010-04-03,10,A,Mumbai,Secondary,Good,Tablet,Auditory,Good,NSS,47,99,51,84,47,51,63.17,6.32,Yes,86.1,100000,75105,24895,22,No,Poor,No,7.0,15,5
S2358,Tanvi Agarwal,Male,17,2008-11-06,11,D,Delhi,Graduate,Average,None,Auditory,Average,Debate,26,95,46,67,27,61,53.67,5.37,No,62.0,30000,26479,3521,29,Yes,Average,No,1.1,39,7
S2359,Zoya Patel,Male,14,2011-04-05,11,B,Kolkata,Graduate,Good,Laptop,Kinesthetic,Poor,Dance,65,62,70,84,87,65,72.17,7.22,Yes,58.4,50000,31115,18885,13,Yes,Average,Yes,4.8,40,5
S2360,Tanvi Patel,Female,17,2008-09-01,12,E,Mumbai,Graduate,Average,None,Kinesthetic,Good,Drama,77,58,48,35,69,95,63.67,6.37,Yes,63.7,80000,77973,2027,21,No,Good,Yes,2.1,25,9
S2361,Vihaan Kapoor,Female,15,2010-02-25,12,B,Nagpur,Secondary,Good,Laptop,Kinesthetic,Good,Robotics,61,26,24,56,67,37,45.17,4.52,No,81.9,40000,15191,24809,3,Yes,Good,Yes,4.9,20,7
S2362,Ritika Shah,Other,18,2007-10-11,12,D,Chennai,Graduate,Poor,Laptop,Auditory,Poor,Coding,65,29,46,90,44,73,57.83,5.78,No,50.2,100000,8178,91822,3,No,Average,Yes,7.9,14,9
S2363,Zoya Bhatia,Other,14,2011-10-31,10,A,Nagpur,Postgraduate,Good,Tablet,Reading/Writing,Poor,Music,98,56,86,92,95,86,85.5,8.55,Yes,94.0,60000,13594,46406,10,Yes,Average,No,4.2,19,1
S2364,Priya Khanna,Other,16,2009-03-16,9,E,Nagpur,Secondary,Average,None,Auditory,Poor,Music,87,70,49,46,96,87,72.5,7.25,Yes,65.5,40000,33926,6074,5,No,Poor,Yes,2.4,33,7
S2365,Vivaan Nair,Male,14,2011-01-29,10,D,Kolkata,Primary,Average,Tablet,Reading/Writing,Good,Sports,87,60,44,79,52,66,64.67,6.47,Yes,53.3,40000,5811,34189,22,Yes,Poor,Yes,9.5,31,2
S2366,Maya Mehta,Female,16,2009-11-22,10,C,Nagpur,Postgraduate,Poor,Laptop,Visual,Excellent,Music,40,22,75,46,42,39,44.0,4.4,No,81.4,80000,38663,41337,17,Yes,Good,No,1.7,29,5
S2367,Krisha Malhotra,Female,16,2009-08-02,12,D,Kolkata,Graduate,Average,None,Auditory,Good,None,23,49,59,34,82,63,51.67,5.17,No,94.8,100000,99940,60,7,No,Poor,Yes,7.4,17,7
S2368,Arjun Dutta,Other,17,2008-06-25,11,B,Chennai,Postgraduate,Average,Tablet,Reading/Writing,Excellent,NCC,38,73,48,52,69,37,52.83,5.28,Yes,63.5,50000,5208,44792,1,Yes,Poor,Yes,2.5,47,1
S2369,Krisha Shah,Other,18,2007-05-30,11,A,Nagpur,None,Excellent,Tablet,Reading/Writing,Average,Drama,53,43,93,80,98,90,76.17,7.62,Yes,55.3,80000,64140,15860,14,No,Average,No,8.9,31,3
S2370,Sana Nair,Male,17,2008-08-08,9,C,Bengaluru,Secondary,Average,None,Visual,Average,Sports,63,47,52,21,34,88,50.83,5.08,No,53.7,40000,12350,27650,26,Yes,Average,Yes,8.6,22,8
S2371,Vihaan Joshi,Other,18,2007-06-01,12,C,Nagpur,Postgraduate,Good,Phone,Kinesthetic,Excellent,None,94,82,77,71,38,39,66.83,6.68,Yes,91.8,50000,29528,20472,16,No,Good,No,4.6,31,6
S2372,Maya Khandelwal,Other,14,2011-02-11,9,D,Nagpur,None,Average,Tablet,Visual,Poor,Sports,21,78,77,95,38,45,59.0,5.9,No,90.8,50000,3149,46851,9,No,Poor,No,7.8,41,3
S2373,Aisha Agarwal,Female,17,2008-06-11,9,E,Delhi,Postgraduate,Poor,None,Kinesthetic,Good,Sports,22,86,72,60,58,52,58.33,5.83,No,59.1,100000,69492,30508,3,Yes,Good,Yes,6.8,16,7
S2374,Aarav Kapoor,Male,18,2007-04-13,10,E,Bengaluru,Primary,Poor,Phone,Auditory,Average,Drama,21,31,78,49,67,84,55.0,5.5,No,55.8,40000,33569,6431,29,Yes,Good,Yes,5.2,14,2
S2375,Sana Gupta,Male,16,2009-08-14,9,D,Hyderabad,None,Excellent,Laptop,Visual,Poor,Debate,51,85,98,27,88,83,72.0,7.2,No,77.8,50000,40082,9918,14,No,Poor,Yes,3.7,48,0
S2376,Rohit Mehta,Male,14,2011-03-20,11,D,Delhi,Primary,Good,None,Reading/Writing,Good,None,94,39,27,32,99,33,54.0,5.4,No,98.9,100000,84823,15177,6,Yes,Good,Yes,7.0,15,0
S2377,Krisha Malhotra,Female,17,2007-12-01,9,E,Chennai,Primary,Good,Laptop,Auditory,Excellent,None,53,81,66,75,65,80,70.0,7.0,Yes,73.1,30000,11631,18369,9,No,Average,No,7.1,44,9
S2378,Riya Joshi,Other,14,2010-12-08,9,B,Nagpur,Primary,Good,Tablet,Kinesthetic,Good,Dance,60,64,89,58,43,53,61.17,6.12,Yes,65.8,100000,22311,77689,5,Yes,Good,No,1.9,49,10
S2379,Aarav Khanna,Male,14,2011-06-03,11,B,Delhi,Graduate,Poor,None,Visual,Excellent,Dance,71,98,81,80,44,71,74.17,7.42,Yes,90.7,60000,9272,50728,11,No,Good,No,8.1,49,8
S2380,Aditya Bose,Male,19,2006-01-08,9,B,Kolkata,Postgraduate,Excellent,Tablet,Kinesthetic,Good,Sports,75,78,34,30,73,47,56.17,5.62,No,50.3,50000,23371,26629,27,No,Poor,Yes,4.5,48,6
S2381,Priya Reddy,Other,16,2009-01-25,11,E,Nagpur,Secondary,Good,Laptop,Auditory,Average,NCC,28,57,44,60,32,84,50.83,5.08,No,71.8,100000,66601,33399,7,Yes,Good,No,9.1,17,3
S2382,Karan Bhatia,Other,19,2006-07-17,12,D,Delhi,Graduate,Average,Laptop,Auditory,Average,Robotics,51,20,30,94,77,56,54.67,5.47,No,69.4,40000,25024,14976,21,Yes,Poor,Yes,2.6,47,4
S2383,Aditya Sharma,Other,14,2011-01-15,9,E,Kolkata,Primary,Excellent,None,Reading/Writing,Good,NSS,27,59,37,79,25,94,53.5,5.35,No,99.6,100000,81502,18498,5,Yes,Average,Yes,5.5,28,7
S2384,Zoya Sharma,Other,14,2011-02-10,10,D,Pune,Primary,Good,Phone,Visual,Excellent,Coding,60,49,81,62,59,81,65.33,6.53,Yes,72.9,60000,42531,17469,8,Yes,Good,No,6.8,42,0
S2385,Maya Patel,Female,17,2008-09-20,9,B,Kolkata,Postgraduate,Good,Tablet,Kinesthetic,Excellent,Coding,79,67,48,27,62,79,60.33,6.03,No,62.7,40000,36167,3833,28,No,Good,Yes,7.8,41,6
S2386,Tanvi Nair,Male,15,2010-04-01,12,A,Hyderabad,None,Excellent,Laptop,Kinesthetic,Excellent,Robotics,76,80,58,52,62,41,61.5,6.15,Yes,61.6,40000,25890,14110,23,Yes,Good,No,4.3,33,4
S2387,Siddharth Khandelwal,Other,15,2009-12-30,9,D,Chennai,Secondary,Poor,Tablet,Auditory,Excellent,Music,59,44,22,86,84,48,57.17,5.72,No,85.8,40000,9765,30235,2,No,Poor,Yes,7.8,32,3
S2388,Zoya Bose,Male,19,2006-10-19,11,E,Pune,Secondary,Average,Laptop,Kinesthetic,Excellent,None,22,45,85,54,56,31,48.83,4.88,No,92.4,50000,1003,48997,18,Yes,Average,Yes,2.1,17,7
S2389,Neha Shah,Other,16,2009-10-15,11,E,Bengaluru,Primary,Poor,None,Reading/Writing,Poor,Sports,40,58,80,52,60,35,54.17,5.42,Yes,65.4,100000,67102,32898,17,No,Average,Yes,8.0,28,1
S2390,Karan Kumar,Other,17,2008-06-20,10,D,Bengaluru,Primary,Excellent,Laptop,Auditory,Average,None,27,85,89,95,100,75,78.5,7.85,No,77.8,60000,23238,36762,14,No,Average,No,1.2,50,5
S2391,Vihaan Nair,Female,17,2008-06-20,12,D,Chennai,None,Excellent,Laptop,Auditory,Excellent,Debate,99,35,99,45,89,46,68.83,6.88,Yes,74.3,60000,57566,2434,1,Yes,Poor,Yes,9.1,40,6
S2392,Zoya Reddy,Male,16,2008-12-28,11,A,Pune,Primary,Excellent,Tablet,Visual,Poor,Drama,72,74,75,74,90,97,80.33,8.03,Yes,81.5,40000,21831,18169,4,Yes,Poor,No,8.8,26,8
S2393,Sana Patel,Other,18,2007-04-07,11,D,Nagpur,None,Excellent,Phone,Visual,Good,Drama,50,88,85,42,45,75,64.17,6.42,Yes,58.5,40000,32758,7242,28,Yes,Poor,No,1.1,13,7
S2394,Sana Reddy,Other,18,2007-03-14,12,E,Kolkata,Primary,Poor,Laptop,Reading/Writing,Good,Robotics,74,50,33,37,74,56,54.0,5.4,Yes,74.2,80000,69159,10841,29,Yes,Average,No,7.0,28,7
S2395,Zoya Mehta,Male,14,2011-11-05,10,B,Kolkata,Secondary,Good,Phone,Auditory,Poor,Dance,46,48,20,69,60,84,54.5,5.45,No,57.8,50000,20729,29271,14,Yes,Good,Yes,1.5,47,9
S2396,Rohit Bhatia,Female,19,2006-02-20,9,B,Chennai,Postgraduate,Poor,Tablet,Visual,Good,Coding,69,95,53,23,96,76,68.67,6.87,No,99.0,40000,32347,7653,3,No,Poor,No,5.7,16,1
S2397,Aarav Gupta,Female,17,2008-05-03,10,E,Hyderabad,Secondary,Average,Phone,Reading/Writing,Poor,Dance,46,59,40,31,61,87,54.0,5.4,No,94.7,100000,86486,13514,20,No,Average,Yes,5.3,37,10
S2398,Ishaan Verma,Other,19,2006-09-23,11,A,Kolkata,None,Poor,Laptop,Visual,Good,Robotics,39,32,100,87,43,38,56.5,5.65,No,91.3,40000,9627,30373,10,No,Average,Yes,8.9,44,0
S2399,Kavya Khanna,Female,16,2009-07-21,12,C,Mumbai,Secondary,Average,Tablet,Auditory,Excellent,NCC,99,57,54,34,52,82,63.0,6.3,Yes,92.6,50000,18995,31005,7,Yes,Poor,No,4.1,36,7
S2400,Riya Agarwal,Other,17,2008-09-28,12,D,Nagpur,Graduate,Average,Phone,Kinesthetic,Poor,Coding,96,78,83,100,50,34,73.5,7.35,Yes,91.9,30000,17934,12066,23,Yes,Average,Yes,2.9,24,10
S2401,Karan Shah,Female,14,2011-06-12,11,D,Bengaluru,Primary,Good,None,Reading/Writing,Good,Music,62,97,51,94,80,31,69.17,6.92,No,91.4,40000,17198,22802,23,Yes,Good,Yes,2.2,47,8
S2402,Zoya Joshi,Female,16,2009-04-08,11,D,Bengaluru,None,Average,Phone,Auditory,Average,NSS,77,82,55,32,95,46,64.5,6.45,No,82.8,50000,37376,12624,7,No,Average,No,10.0,14,10
S2403,Priya Khanna,Female,19,2006-07-04,11,B,Mumbai,Secondary,Average,None,Auditory,Good,NSS,96,78,61,59,26,66,64.33,6.43,No,62.6,100000,31623,68377,13,Yes,Poor,No,7.6,47,7
S2404,Ishaan Malhotra,Other,18,2007-06-27,12,D,Chennai,None,Poor,None,Visual,Poor,None,99,79,27,71,27,67,61.67,6.17,No,82.5,40000,27994,12006,6,No,Average,No,9.5,19,2
S2405,Sana Kumar,Male,14,2011-05-03,12,D,Kolkata,Postgraduate,Excellent,Laptop,Auditory,Good,Coding,96,26,52,70,98,50,65.33,6.53,No,85.9,40000,20009,19991,18,Yes,Poor,Yes,7.7,47,6
S2406,Arjun Reddy,Other,14,2011-03-28,12,D,Mumbai,Secondary,Average,Phone,Reading/Writing,Excellent,None,21,74,43,67,45,54,50.67,5.07,No,84.2,80000,79399,601,25,Yes,Poor,Yes,7.2,36,7
S2407,Krisha Agarwal,Other,18,2007-11-23,11,E,Pune,Primary,Excellent,None,Auditory,Good,Music,65,79,73,28,66,42,58.83,5.88,No,73.0,40000,6821,33179,6,Yes,Good,No,5.9,38,5
S2408,Riya Nair,Male,15,2010-08-25,10,A,Pune,Primary,Good,Laptop,Reading/Writing,Excellent,None,50,98,89,39,47,65,64.67,6.47,Yes,81.5,50000,46012,3988,13,No,Average,Yes,7.0,23,1
S2409,Kavya Dutta,Other,16,2009-04-30,11,B,Bengaluru,Primary,Good,None,Auditory,Good,None,85,88,82,21,78,91,74.17,7.42,No,76.8,80000,14450,65550,28,No,Poor,Yes,7.3,44,0
S2410,Vihaan Kapoor,Female,15,2010-06-08,9,A,Bengaluru,Primary,Average,Tablet,Kinesthetic,Good,None,30,33,55,89,76,55,56.33,5.63,No,71.1,50000,35981,14019,23,No,Good,Yes,5.5,19,3
S2411,Riya Gupta,Female,18,2007-09-30,11,B,Nagpur,Primary,Excellent,Tablet,Auditory,Average,NCC,32,83,23,98,71,56,60.5,6.05,No,79.0,30000,7131,22869,19,No,Poor,Yes,8.8,35,0
S2412,Ritika Khandelwal,Female,19,2006-06-25,9,A,Chennai,Graduate,Good,None,Visual,Good,Drama,39,38,64,42,83,79,57.5,5.75,Yes,76.3,100000,81498,18502,22,Yes,Poor,No,8.6,25,6
S2413,Aditya Khandelwal,Other,16,2009-08-01,9,A,Nagpur,Secondary,Poor,Tablet,Visual,Poor,NSS,68,49,87,80,47,50,63.5,6.35,Yes,79.8,60000,846,59154,17,No,Average,Yes,3.1,50,0
S2414,Sana Verma,Male,17,2008-01-17,10,A,Delhi,Secondary,Good,Laptop,Reading/Writing,Average,NCC,25,76,29,37,49,77,48.83,4.88,No,57.5,50000,6738,43262,30,Yes,Poor,No,1.7,26,0
S2415,Aditya Verma,Male,19,2005-12-16,11,C,Hyderabad,None,Good,Phone,Auditory,Poor,NSS,77,41,83,97,97,33,71.33,7.13,Yes,93.3,40000,19297,20703,26,Yes,Poor,Yes,7.6,37,6
S2416,Riya Sharma,Other,16,2009-07-26,12,B,Hyderabad,Secondary,Average,None,Auditory,Poor,Drama,50,64,73,29,78,100,65.67,6.57,No,56.9,30000,19336,10664,20,No,Good,Yes,4.1,17,10
S2417,Siddharth Bose,Other,17,2008-03-28,11,D,Chennai,Postgraduate,Good,Phone,Reading/Writing,Good,None,26,26,54,60,52,95,52.17,5.22,No,56.6,40000,3826,36174,18,Yes,Poor,No,3.9,20,9
S2418,Kavya Bhatia,Female,15,2010-05-11,11,E,Nagpur,Primary,Excellent,Laptop,Reading/Writing,Poor,Drama,20,100,51,39,84,64,59.67,5.97,No,70.7,50000,3305,46695,11,Yes,Poor,No,7.5,21,7
S2419,Karan Dutta,Other,15,2010-05-26,11,E,Pune,None,Poor,Phone,Kinesthetic,Average,Sports,26,43,98,50,55,31,50.5,5.05,No,79.4,60000,4120,55880,27,Yes,Average,No,1.6,28,6
S2420,Krisha Gupta,Female,17,2008-02-25,12,E,Pune,None,Average,Phone,Reading/Writing,Excellent,Debate,34,49,38,37,91,33,47.0,4.7,Yes,81.5,100000,63873,36127,16,No,Average,Yes,6.9,42,7
S2421,Zoya Bose,Female,18,2007-09-25,10,B,Pune,None,Good,None,Reading/Writing,Poor,Drama,69,27,31,85,51,82,57.5,5.75,No,86.9,50000,48697,1303,11,No,Good,No,2.1,37,0
S2422,Siddharth Nair,Other,14,2011-05-06,9,D,Hyderabad,Primary,Average,Phone,Reading/Writing,Poor,Music,80,23,61,73,52,69,59.67,5.97,No,72.6,60000,51576,8424,25,No,Poor,Yes,1.2,15,6
S2423,Arjun Singh,Other,16,2009-04-27,11,D,Bengaluru,Postgraduate,Average,None,Visual,Average,Dance,92,51,45,32,89,73,63.67,6.37,No,68.7,30000,23452,6548,8,Yes,Good,Yes,2.4,16,10
S2424,Riya Nair,Other,19,2005-12-17,9,C,Pune,None,Average,Phone,Reading/Writing,Excellent,Sports,98,65,96,43,46,59,67.83,6.78,Yes,64.3,40000,4042,35958,23,Yes,Average,No,9.8,18,7
S2425,Aarav Kumar,Male,15,2010-04-24,10,E,Pune,None,Good,Tablet,Visual,Good,NCC,100,86,75,37,60,42,66.67,6.67,Yes,61.9,100000,78952,21048,5,Yes,Average,No,3.9,19,6
S2426,Siddharth Dutta,Other,15,2010-10-20,9,E,Delhi,None,Poor,None,Auditory,Excellent,Coding,42,87,73,40,34,85,60.17,6.02,Yes,95.4,100000,76393,23607,22,No,Poor,No,8.8,20,1
S2427,Ritika Kumar,Other,17,2008-11-09,12,A,Delhi,Primary,Poor,None,Reading/Writing,Excellent,Coding,42,62,84,28,77,63,59.33,5.93,No,95.2,50000,9278,40722,10,Yes,Good,Yes,8.8,11,5
S2428,Arjun Singh,Male,17,2007-12-27,9,D,Hyderabad,Secondary,Good,Phone,Reading/Writing,Excellent,Robotics,53,58,86,61,50,89,66.17,6.62,Yes,55.8,30000,9449,20551,2,Yes,Poor,No,6.0,36,6
S2429,Priya Verma,Other,16,2009-06-28,10,C,Bengaluru,None,Good,Laptop,Reading/Writing,Average,NCC,94,87,66,62,61,38,68.0,6.8,Yes,51.2,80000,32412,47588,23,Yes,Good,No,8.6,44,10
S2430,Rohit Joshi,Other,19,2006-08-25,11,C,Pune,Graduate,Average,Tablet,Reading/Writing,Average,NCC,99,73,93,24,95,53,72.83,7.28,No,58.8,100000,93989,6011,15,No,Good,Yes,6.3,43,1
S2431,Zoya Khandelwal,Other,15,2010-02-27,9,E,Delhi,Secondary,Poor,Phone,Reading/Writing,Excellent,Robotics,62,71,44,98,70,72,69.5,6.95,Yes,61.1,60000,19632,40368,10,Yes,Average,No,1.6,34,5
S2432,Karan Khanna,Male,16,2009-02-03,11,E,Nagpur,None,Average,Laptop,Kinesthetic,Average,Sports,71,32,48,65,49,86,58.5,5.85,No,53.4,50000,17717,32283,9,Yes,Poor,No,7.9,42,0
S2433,Vivaan Sharma,Male,16,2009-11-15,11,B,Nagpur,Graduate,Excellent,Tablet,Visual,Excellent,NSS,99,55,81,94,59,48,72.67,7.27,Yes,66.2,30000,27309,2691,29,Yes,Poor,No,9.4,17,3
S2434,Vivaan Chopra,Other,18,2007-07-10,10,C,Kolkata,Graduate,Average,Tablet,Kinesthetic,Excellent,Drama,54,86,25,68,38,39,51.67,5.17,No,78.0,100000,77877,22123,27,No,Average,No,6.2,14,7
S2435,Aisha Khandelwal,Male,14,2011-07-28,10,B,Nagpur,Graduate,Poor,None,Kinesthetic,Good,Drama,61,83,53,72,79,38,64.33,6.43,Yes,54.7,100000,40534,59466,14,Yes,Average,No,2.4,44,2
S2436,Siddharth Gupta,Male,19,2006-02-05,12,C,Kolkata,Postgraduate,Good,Tablet,Visual,Poor,NCC,46,60,83,76,44,30,56.5,5.65,No,51.9,50000,39740,10260,27,Yes,Average,No,2.1,47,0
S2437,Ishaan Nair,Other,19,2005-12-14,11,B,Mumbai,Secondary,Good,None,Reading/Writing,Good,Dance,88,77,74,42,41,97,69.83,6.98,Yes,69.7,40000,24067,15933,24,No,Poor,No,2.1,27,7
S2438,Maya Bose,Female,19,2006-10-02,12,A,Bengaluru,Primary,Good,Laptop,Auditory,Average,Robotics,66,26,90,84,50,78,65.67,6.57,No,52.3,100000,33485,66515,23,No,Good,No,2.0,13,1
S2439,Tanvi Dutta,Other,17,2008-11-19,9,A,Mumbai,None,Good,Laptop,Auditory,Excellent,Sports,98,45,43,33,47,45,51.83,5.18,Yes,88.1,50000,23780,26220,20,Yes,Poor,No,2.8,49,10
S2440,Krisha Dutta,Other,16,2009-03-10,11,A,Mumbai,Primary,Good,Phone,Visual,Average,Robotics,56,43,20,72,51,42,47.33,4.73,No,65.5,100000,34483,65517,18,Yes,Poor,No,9.7,26,10
S2441,Riya Agarwal,Male,18,2007-01-27,12,E,Pune,Primary,Poor,None,Reading/Writing,Good,Robotics,45,54,57,72,97,55,63.33,6.33,Yes,95.5,50000,7173,42827,18,No,Average,No,4.1,23,3
S2442,Rohit Shah,Other,17,2008-05-20,11,E,Chennai,Secondary,Poor,None,Auditory,Average,NSS,27,54,54,91,30,88,57.33,5.73,No,96.5,50000,8188,41812,24,Yes,Good,No,3.1,42,5
S2443,Vihaan Reddy,Female,15,2009-12-11,11,C,Delhi,None,Excellent,None,Reading/Writing,Excellent,Music,76,74,79,53,61,85,71.33,7.13,Yes,91.6,80000,37346,42654,1,No,Poor,Yes,5.1,47,1
S2444,Tanvi Khandelwal,Male,14,2011-05-26,11,E,Bengaluru,Secondary,Excellent,Laptop,Auditory,Poor,NSS,51,87,56,58,82,35,61.5,6.15,Yes,94.2,100000,40732,59268,9,No,Good,Yes,4.7,48,9
S2445,Ritika Agarwal,Female,15,2010-03-21,10,B,Delhi,Secondary,Average,Phone,Kinesthetic,Average,Dance,20,88,88,54,81,83,69.0,6.9,No,78.5,50000,38372,11628,25,Yes,Poor,No,3.9,26,7
S2446,Sana Khanna,Female,14,2011-09-27,10,D,Bengaluru,Graduate,Good,None,Kinesthetic,Average,Coding,81,99,81,51,54,69,72.5,7.25,Yes,82.4,50000,27800,22200,4,No,Poor,Yes,3.2,38,9
S2447,Karan Nair,Female,15,2010-11-27,9,B,Nagpur,Primary,Average,Tablet,Kinesthetic,Good,Drama,61,37,71,63,90,76,66.33,6.63,Yes,50.0,60000,31334,28666,5,No,Average,Yes,4.6,34,8
S2448,Riya Agarwal,Other,16,2008-12-28,10,C,Delhi,None,Excellent,None,Visual,Average,Robotics,80,36,35,57,41,94,57.17,5.72,Yes,66.2,50000,41272,8728,13,No,Average,Yes,8.3,44,2
S2449,Rohit Shah,Other,19,2006-02-14,10,A,Nagpur,Secondary,Good,Laptop,Auditory,Average,Robotics,71,92,82,76,78,73,78.67,7.87,Yes,83.1,80000,14648,65352,27,No,Good,Yes,7.8,34,10
S2450,Rohit Sharma,Male,19,2006-09-14,12,D,Delhi,None,Good,Phone,Reading/Writing,Excellent,Coding,23,91,65,91,32,68,61.67,6.17,No,72.9,60000,39103,20897,7,No,Average,No,6.6,28,0
S2451,Kavya Khanna,Male,17,2008-04-07,9,A,Kolkata,Postgraduate,Good,Phone,Auditory,Average,None,40,26,78,87,72,57,60.0,6.0,No,55.5,100000,26189,73811,26,No,Good,Yes,3.5,38,7
S2452,Ritika Joshi,Other,16,2009-07-23,11,A,Chennai,Postgraduate,Good,Laptop,Kinesthetic,Poor,Robotics,98,66,86,69,35,88,73.67,7.37,Yes,72.1,100000,30105,69895,19,No,Good,Yes,6.1,22,1
S2453,Kavya Bhatia,Male,15,2010-09-17,12,C,Chennai,None,Excellent,Tablet,Reading/Writing,Poor,Robotics,71,95,44,55,28,90,63.83,6.38,No,90.7,80000,23383,56617,19,Yes,Average,Yes,8.9,42,3
S2454,Zoya Mehta,Other,17,2008-08-20,11,E,Mumbai,None,Excellent,Phone,Kinesthetic,Excellent,Debate,82,34,94,58,46,93,67.83,6.78,Yes,61.5,80000,60467,19533,24,Yes,Good,No,6.9,23,1
S2455,Aditya Bose,Male,16,2009-11-17,10,B,Hyderabad,None,Excellent,None,Visual,Excellent,Drama,87,99,98,58,57,90,81.5,8.15,Yes,76.5,50000,53,49947,17,Yes,Poor,No,5.3,23,6
S2456,Ritika Shah,Female,16,2009-11-08,9,A,Mumbai,Secondary,Good,None,Visual,Poor,Dance,46,74,35,94,38,96,63.83,6.38,Yes,52.8,80000,32423,47577,2,No,Poor,No,1.0,17,3
S2457,Ritika Singh,Other,14,2011-01-20,10,B,Nagpur,Graduate,Average,Tablet,Visual,Poor,NSS,49,78,71,34,86,44,60.33,6.03,Yes,52.4,50000,24573,25427,4,Yes,Poor,Yes,7.6,41,0
S2458,Neha Bose,Other,19,2006-05-22,12,C,Mumbai,Postgraduate,Poor,Phone,Visual,Excellent,NSS,32,72,37,100,32,94,61.17,6.12,No,86.6,50000,47113,2887,23,No,Average,Yes,4.0,14,4
S2459,Ritika Malhotra,Other,16,2009-06-18,12,B,Mumbai,None,Good,Tablet,Reading/Writing,Excellent,Music,98,96,63,57,77,64,75.83,7.58,Yes,79.9,40000,21760,18240,24,Yes,Average,Yes,5.2,40,6
S2460,Aisha Bose,Female,15,2010-07-09,9,A,Mumbai,Postgraduate,Excellent,Laptop,Auditory,Good,NCC,24,73,29,41,40,33,40.0,4.0,No,77.7,50000,33450,16550,17,Yes,Average,No,7.5,27,2
S2461,Kavya Reddy,Male,16,2009-01-24,11,C,Nagpur,None,Average,None,Auditory,Average,None,78,92,38,77,99,69,75.5,7.55,Yes,87.6,100000,13572,86428,17,No,Good,No,5.0,47,9
S2462,Aisha Kumar,Male,17,2008-05-29,12,A,Pune,Primary,Poor,Laptop,Kinesthetic,Good,Debate,45,33,73,95,58,88,65.33,6.53,Yes,97.0,80000,21347,58653,2,No,Average,No,9.0,23,7
S2463,Siddharth Joshi,Male,15,2009-12-14,9,B,Kolkata,Graduate,Average,Laptop,Auditory,Average,Music,52,43,94,74,67,64,65.67,6.57,Yes,90.3,40000,1729,38271,15,Yes,Poor,Yes,3.3,50,1
S2464,Priya Gupta,Male,18,2007-05-08,9,E,Nagpur,Primary,Excellent,Laptop,Visual,Good,Debate,30,46,65,48,33,47,44.83,4.48,No,57.8,60000,13151,46849,20,No,Good,No,3.7,24,9
S2465,Sana Khandelwal,Male,19,2005-12-04,10,B,Nagpur,Graduate,Excellent,Laptop,Reading/Writing,Excellent,Sports,46,35,81,46,39,47,49.0,4.9,Yes,85.8,50000,27489,22511,8,Yes,Poor,Yes,4.9,12,10
S2466,Aditya Bhatia,Male,18,2007-03-27,12,D,Nagpur,Secondary,Excellent,Laptop,Visual,Good,Coding,21,84,29,24,73,76,51.17,5.12,No,53.5,50000,32894,17106,19,Yes,Poor,Yes,7.9,27,8
S2467,Rohit Shah,Other,19,2006-09-02,12,A,Hyderabad,Postgraduate,Poor,Tablet,Reading/Writing,Excellent,Music,68,76,35,33,65,67,57.33,5.73,Yes,82.8,80000,56629,23371,23,No,Average,Yes,1.2,28,7
S2468,Zoya Joshi,Female,15,2010-05-01,9,B,Hyderabad,Primary,Poor,None,Visual,Excellent,NCC,64,50,32,49,27,45,44.5,4.45,No,80.4,30000,28178,1822,17,No,Poor,Yes,2.3,26,10
S2469,Aditya Khanna,Female,15,2010-06-10,11,A,Hyderabad,None,Excellent,Tablet,Reading/Writing,Excellent,Drama,80,68,55,73,71,47,65.67,6.57,Yes,90.7,50000,9362,40638,25,Yes,Good,No,9.4,29,3
S2470,Riya Bose,Other,15,2010-08-08,11,D,Mumbai,Graduate,Average,None,Auditory,Excellent,Dance,51,99,76,83,42,48,66.5,6.65,Yes,95.9,40000,18140,21860,20,Yes,Poor,No,9.8,33,7
